"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL2108581";"CATUMAXOMAB";"CATUMAXOMAB|Catumaxomab|REMOVAB";"Antibody";"4.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL431770";"ISTRADEFYLLINE";"ISTRADEFYLLINE|KW-6002|NOURIANZ|NOURIAST";"Small molecule";"4.0";"384.44";"25";"133";"2.12";"80.28";"8";"0";"0";"6";"N";"0.65";"None";"None";"2.42";"2.42";"3";"MOL";"0";"28";"8";"0";"0";"384.1798";"-0.68";"NEUTRAL";"C20H24N4O4";"CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O";"IQVRBWUUXZMOPW-PKNBQFBNSA-N"
"CHEMBL376359";"ALOGLIPTIN";"ALOGLIPTIN|VIPIDIA";"Small molecule";"4.0";"339.40";"22";"117";"0.39";"97.05";"7";"1";"0";"3";"N";"0.87";"None";"9.47";"1.16";"-0.87";"2";"MOL";"0";"25";"7";"2";"0";"339.1695";"-1.32";"BASE";"C18H21N5O2";"Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O";"ZSBOMTDTBDDKMP-OAHLLOKOSA-N"
"CHEMBL1201295";"BITOLTEROL";"BITOLTEROL|Bitolterol";"Small molecule";"4.0";"461.56";"5";"37";"5.16";"84.86";"6";"2";"1";"7";"N";"0.37";"14.00";"9.59";"6.30";"4.15";"3";"MOL";"0";"34";"6";"2";"1";"461.2202";"-0.19";"BASE";"C28H31NO5";"Cc1ccc(C(=O)Oc2ccc(C(O)CNC(C)(C)C)cc2OC(=O)c2ccc(C)cc2)cc1";"FZGVEKPRDOIXJY-UHFFFAOYSA-N"
"CHEMBL2107175";"RANELIC ACID";"RANELIC ACID";"Small molecule";"4.0";"342.29";"";"";"-0.08";"176.23";"7";"4";"0";"8";"N";"0.50";"1.63";"None";"0.27";"-13.11";"1";"MOL";"0";"23";"10";"4";"0";"342.0158";"-0.73";"ACID";"C12H10N2O8S";"N#Cc1c(N(CC(=O)O)CC(=O)O)sc(C(=O)O)c1CC(=O)O";"DJSXNILVACEBLP-UHFFFAOYSA-N"
"CHEMBL796";"METHYLPHENIDATE";"COTEMPLA XR-ODT|Concerta|Daytrana|METHYLPHENIDATE|METHYLPHENIDATE EXTENDED RELEASE|Methylin|PRC-063|THREO-DL-METHYLPHENIDATE";"Small molecule";"4.0";"233.31";"33";"106";"2.09";"38.33";"3";"1";"0";"3";"Y";"0.81";"None";"9.09";"2.25";"0.57";"1";"MOL";"0";"17";"3";"1";"0";"233.1416";"0.18";"BASE";"C14H19NO2";"COC(=O)C(c1ccccc1)C1CCCCN1";"DUGOZIWVEXMGBE-UHFFFAOYSA-N"
"CHEMBL655";"MIDAZOLAM";"MIDAZOLAM|MIDAZOLAM CIV|MIDAZOLAM IN 0.8% SODIUM CHLORIDE|MIDAZOLAM IN 0.9% SODIUM CHLORIDE|NAYZILAM|USL-261|USL261";"Small molecule";"4.0";"325.77";"54";"365";"4.32";"30.18";"3";"0";"0";"1";"N";"0.65";"None";"6.19";"3.97";"3.95";"3";"MOL";"0";"23";"3";"0";"0";"325.0782";"-0.60";"NEUTRAL";"C18H13ClFN3";"Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2";"DDLIGBOFAVUZHB-UHFFFAOYSA-N"
"CHEMBL1521";"ZALEPLON";"CL 284,846|CL-284846|L-846|L846|LJC 10846|LJC-10846|SKP-1041|Sonata|ZAL-846|ZALEPLON|ZALEPLON CIV|ZERENE";"Small molecule";"4.0";"305.34";"138";"769";"2.64";"74.29";"5";"0";"0";"3";"N";"0.75";"None";"0.28";"1.53";"1.53";"3";"MOL";"0";"23";"6";"0";"0";"305.1277";"-2.10";"NEUTRAL";"C17H15N5O";"CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1";"HUNXMJYCHXQEGX-UHFFFAOYSA-N"
"CHEMBL640";"PROCAINAMIDE";"NOVOCAINAMIDE|NSC-27461|PROCAINAMIDE|Procainamide|Procan|Procanbid|Procapan|Pronestyl|Pronestyl-SR|SP 100 (PHARMACEUTICAL)";"Small molecule";"4.0";"235.33";"171";"766";"1.34";"58.36";"3";"2";"0";"6";"N";"0.73";"None";"9.04";"0.95";"-0.70";"1";"MOL";"0";"17";"4";"3";"0";"235.1685";"-1.40";"BASE";"C13H21N3O";"CCN(CC)CCNC(=O)c1ccc(N)cc1";"REQCZEXYDRLIBE-UHFFFAOYSA-N"
"CHEMBL654";"MIRTAZAPINE";"6-AZAMIANSERIN|AVANZA|MIRATAZ|MIRTAZAPIN|MIRTAZAPINE|MIRTAZAPINE ANHYDROUS|NORSET|ORG 3770|ORG-3770|PROMYRTIL|REMERON SOLTAB|REXER|Remeron|ZISPIN";"Small molecule";"4.0";"265.36";"88";"1216";"2.48";"19.37";"3";"0";"0";"0";"Y";"0.73";"None";"6.67";"3.21";"3.13";"2";"MOL";"0";"20";"3";"0";"0";"265.1579";"-0.78";"NEUTRAL";"C17H19N3";"CN1CCN2c3ncccc3Cc3ccccc3C2C1";"RONZAEMNMFQXRA-UHFFFAOYSA-N"
"CHEMBL436";"TOLRESTAT";"AY-27,773|AY-27773|Alderase|Alredase|TOLRESTAT";"Small molecule";"4.0";"357.35";"23";"227";"3.56";"49.77";"3";"1";"0";"4";"N";"0.85";"3.95";"None";"3.35";"0.16";"2";"MOL";"0";"24";"4";"1";"0";"357.0646";"-0.14";"ACID";"C16H14F3NO3S";"COc1ccc2c(C(=S)N(C)CC(=O)O)cccc2c1C(F)(F)F";"LUBHDINQXIHVLS-UHFFFAOYSA-N"
"CHEMBL253371";"ALVERINE";"ALVERINE|PHENPROPAMINE";"Small molecule";"4.0";"281.44";"5";"29";"4.57";"3.24";"1";"0";"0";"9";"N";"0.65";"None";"10.44";"5.46";"2.55";"2";"MOL";"0";"21";"1";"0";"0";"281.2143";"-0.63";"BASE";"C20H27N";"CCN(CCCc1ccccc1)CCCc1ccccc1";"ZPFXAOWNKLFJDN-UHFFFAOYSA-N"
"CHEMBL374478";"RIFAMPIN";"ABRIFAM|BA 411661E|BA-41166E|EREMFAT|L-5103|L-5103 LEPETIT|L-5103-LEPETIT|NIH-10782|NSC-113926|RIFADINE|RIFALDAZINE|RIFALDIN|RIFAMPICIN|RIFAMPICINUM|RIFAMPIN|RIFAMYCIN AMP|RIFAPIAM|RIFAPRODIN|RIFOLDIN|RIMACTAN|Rifadin|Rifampicin|Rimactane";"Small molecule";"4.0";"822.95";"351";"7348";"4.34";"220.15";"15";"6";"3";"4";"N";"0.11";"6.80";"7.37";"2.95";"2.87";"2";"MOL";"0";"59";"16";"6";"3";"822.4051";"1.66";"NEUTRAL";"C43H58N4O12";"CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C";"JQXXHWHPUNPDRT-WLSIYKJHSA-N"
"CHEMBL1161";"MOMETASONE FUROATE";"ASMANEX HFA|ASMANEX TWISTHALER|Asmanex|Elocon|LAS-41002|LAS41002|LYR-210|LYR210|MOMETASONE|MOMETASONE FUROATE|MOMETASONE FUROATE ANHYDROUS|MOMETASONE FUROATE HYDRATE|MOMETASONE FUROATE MONOHYDRATE|MONOVO|Mometasone furoate monohydrate|NASONEX|NASONEX 24HR ALLERGY|NSC-746171|NSC-760077|Nasonex|SCH 32088|SCH-32088|SINUVA";"Small molecule";"4.0";"521.44";"24";"64";"4.87";"93.81";"6";"1";"1";"4";"N";"0.45";"13.78";"None";"5.06";"5.06";"1";"MOL";"0";"35";"6";"1";"1";"520.1419";"1.46";"NEUTRAL";"C27H30Cl2O6";"C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl";"WOFMFGQZHJDGCX-ZULDAHANSA-N"
"CHEMBL3137310";"BENZHYDROCODONE HYDROCHLORIDE";"BENZHYDROCODONE HYDROCHLORIDE|KP-201|KP201";"Small molecule";"4.0";"439.94";"";"";"3.72";"48.00";"5";"0";"0";"3";"N";"0.73";"None";"9.36";"3.71";"1.76";"2";"MOL";"0";"30";"5";"0";"0";"403.1784";"1.22";"BASE";"C25H26ClNO4";"COc1ccc2c3c1O[C@H]1C(OC(=O)c4ccccc4)=CC[C@@H]4[C@@H](C2)N(C)CC[C@@]341.Cl";"VVCUIDHKAHHSAN-JJHQWJQCSA-N"
"CHEMBL1303";"ROTIGOTINE";"LEGANTO|Neupro|ROTIGOTINE|SPM 962|SPM-962";"Small molecule";"4.0";"315.48";"43";"125";"4.27";"23.47";"3";"1";"0";"6";"N";"0.86";"10.03";"10.97";"4.34";"2.21";"2";"MOL";"0";"22";"2";"1";"0";"315.1657";"-1.04";"BASE";"C19H25NOS";"CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1";"KFQYTPMOWPVWEJ-INIZCTEOSA-N"
"CHEMBL1676";"FLUTICASONE FUROATE";"ALLERMIST|ARNUITY ELLIPTA|AVAMYS|ENNHALE|FLONASE SENSIMIST ALLERGY RELIEF|FLUTICASONE FUROATE|FURAMIST|GSK 685 698|GSK-685968|GSK685968|GW-685698X|GW685698X|RELVAR ELLIPTA|TRELEGY ELLIPTA|Veramyst";"Small molecule";"4.0";"538.58";"14";"29";"4.93";"93.81";"7";"1";"1";"4";"N";"0.54";"13.61";"None";"4.13";"4.13";"1";"MOL";"0";"37";"6";"1";"1";"538.1637";"1.20";"NEUTRAL";"C27H29F3O6S";"C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)SCF";"XTULMSXFIHGYFS-VLSRWLAYSA-N"
"CHEMBL395091";"ESKETAMINE";"(-)-KETAMINE|ESKETAMINE|JNJ-54135419|KETA-S|KETAMINE, (S)-|KETAMINE, S-|KETAVED|L-KETAMINE|S-(-)-KETAMINE|S-KETAMINE";"Small molecule";"4.0";"237.73";"6";"30";"2.90";"29.10";"2";"1";"0";"2";"Y";"0.86";"None";"7.16";"3.35";"3.15";"1";"MOL";"0";"16";"2";"1";"0";"237.0920";"0.02";"NEUTRAL";"C13H16ClNO";"CN[C@]1(c2ccccc2Cl)CCCCC1=O";"YQEZLKZALYSWHR-ZDUSSCGKSA-N"
"CHEMBL1682";"SORBITOL";"7B5697N|D-GLUCITOL|D-GLUCITOL SYRUP|D-SORBITOL|E 420|E-420(I)|E420|FEMA NO. 3029|GLUCITOL, D-|INS NO.420(I)|INS-420(I)|ISOMALT IMPURITY, SORBITOL-|NEOSORB P 60W|NSC-25944|SORBITOL|SORBITOL (E420)|SORBITOL SOLUTIONS|Sorbitol";"Small molecule";"4.0";"182.17";"11";"23";"-3.59";"121.38";"6";"6";"1";"5";"N";"0.26";"12.59";"None";"-3.73";"-3.73";"0";"MOL";"0";"12";"6";"6";"1";"182.0790";"1.14";"NEUTRAL";"C6H14O6";"OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO";"FBPFZTCFMRRESA-JGWLITMVSA-N"
"CHEMBL142438";"NITROGEN";"DINITROGEN|E-941|E941|INS NO.941|INS-941|MOLECULAR NITROGEN|NITROGEN|NITROGEN (N2)|NITROGEN GAS|NITROGEN, LIQUID|Nitrogen";"Small molecule";"4.0";"28.01";"1";"1";"0.03";"47.58";"2";"0";"0";"0";"Y";"0.35";"None";"None";"0.31";"0.31";"0";"MOL";"0";"2";"2";"0";"0";"28.0061";"-0.55";"None";"N2";"N#N";"IJGRMHOSHXDMSA-UHFFFAOYSA-N"
"CHEMBL278020";"NEOSTIGMINE";"MIOSTIN|NEOSTIGMINE|NEOSTIGMINE (CATION)|NEOSTIGMINE CATION|NEOSTIGMINE HYDROXIDE|NEOSTIGMINE ION";"Small molecule";"4.0";"223.30";"25";"50";"1.94";"29.54";"2";"0";"0";"2";"Y";"0.72";"None";"None";"-2.25";"-2.25";"1";"MOL";"0";"16";"4";"0";"0";"223.1441";"-0.26";"None";"C12H19N2O2+";"CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1";"ALWKGYPQUAPLQC-UHFFFAOYSA-N"
"CHEMBL661";"ALPRAZOLAM";"ALPRAZOLAM|ALPRAZOLAM CIV|NSC-760140|Niravam|U 31,889|U-31,889|U-31889|XANAX XR|Xanax";"Small molecule";"4.0";"308.77";"165";"821";"3.58";"43.07";"4";"0";"0";"1";"N";"0.69";"None";"5.01";"3.02";"3.02";"3";"MOL";"0";"22";"4";"0";"0";"308.0829";"-0.84";"NEUTRAL";"C17H13ClN4";"Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2";"VREFGVBLTWBCJP-UHFFFAOYSA-N"
"CHEMBL2103744";"MORPHINE SULFATE";"ARYMO|ARYMO ER|ASTRAMORPH|ASTRAMORPH PF|AVINZA|DEPODUR|DOLCONTIN|DURAMORPH PF|DUROMORPH|Duramorph|FILNARINE SR|INFUMORPH|KAPANOL|Kadian|MORAXEN|MORCAP|MORCAP SR|MORPHABOND|MORPHABOND ER|MORPHGESIC SR|MORPHINE SULFATE|MORPHINE SULFATE (AUTOINJECTOR)|MORPHINE SULFATE ANHYDROUS|MORPHINE SULFATE CII|MORPHINE SULFATE HYDRATE|MORPHINE SULFATE PENTAHYDRATE|MORPHINE SULFATE,ANHYDROUS|MORPHINE SULPHATE|MORPHINE SULPHATE ANHYDROUS|MORPHINE SULPHATE PENTAHYDRATE|MORPHINI SULFAS|MOSCONTIN|MST CONTINUS|Ms Contin|NSC-11441|ORAMORPH SR|ORAMORPH UDV|Oramorph|RHOTARD|SEVREDOL|SRM-RHOTARD|ZOMORPH";"Small molecule";"4.0";"758.84";"4";"23";"1.20";"52.93";"4";"2";"0";"0";"N";"0.70";"10.26";"9.12";"0.90";"-0.60";"1";"MOL";"0";"21";"4";"2";"0";"285.1365";"2.59";"BASE";"C34H50N2O15S";"CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5.CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5.O.O.O.O.O.O=S(=O)(O)O";"GRVOTVYEFDAHCL-RTSZDRIGSA-N"
"CHEMBL646";"TRIAZOLAM";"Halcion|KENTION|N05CD05|TRIAZOLAM|TRIAZOLAM CIV|U-33,030|U-33030";"Small molecule";"4.0";"343.22";"55";"1594";"4.23";"43.07";"4";"0";"0";"1";"N";"0.66";"None";"4.26";"3.63";"3.63";"3";"MOL";"0";"23";"4";"0";"0";"342.0439";"-0.87";"NEUTRAL";"C17H12Cl2N4";"Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2";"JOFWLTCLBGQGBO-UHFFFAOYSA-N"
"CHEMBL272427";"TAURURSODIOL";"TAUROURSODEOXYCHOLIC ACID|TAUROURSODESOXYCHOLIC ACID|TAURURSODIOL|UR-906|URSODEOXYCHOLYLTAURINE|URSODOXICOLTAURINE|Ursodeoxy Cholic Acid";"Small molecule";"4.0";"499.71";"25";"63";"3.40";"123.93";"5";"4";"0";"7";"N";"0.40";"-0.80";"None";"1.10";"-0.23";"0";"MOL";"0";"34";"7";"4";"0";"499.2968";"1.77";"ACID";"C26H45NO6S";"C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C";"BHTRKEVKTKCXOH-LBSADWJPSA-N"
"CHEMBL3833408";"MAGALDRATE";"AY-5710|MAGALDRATE|Riopan";"Small molecule";"4.0";"1097.30";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"1";"None";"None";"None";"None";"1093.7465";"None";"None";"H31Al5Mg10O39S2";"O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].[Al+3].[Al+3].[Al+3].[Al+3].[Al+3].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-]";"NNGFFDRXGAELQA-UHFFFAOYSA-A"
"CHEMBL1201340";"DIPHEMANIL";"DIPHEMANIL|DIPHEMANIL CATION|DIPHEMANIL ION|Diphemanil";"Small molecule";"4.0";"278.42";"9";"13";"4.36";"0.00";"0";"0";"0";"2";"N";"0.72";"None";"None";"-0.15";"-0.15";"2";"MOL";"0";"21";"1";"0";"0";"278.1903";"0.18";"None";"C20H24N+";"C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1";"LCTZPQRFOZKZNK-UHFFFAOYSA-N"
"CHEMBL2103837";"TAFAMIDIS";"FX-1005|FX-1006|FX1006|TAFAMIDIS|VYNDAMAX|VYNDAQEL";"Small molecule";"4.0";"308.12";"11";"163";"4.50";"63.33";"3";"1";"0";"2";"N";"0.76";"3.60";"None";"4.21";"0.87";"3";"MOL";"0";"20";"4";"1";"0";"306.9803";"-1.27";"ACID";"C14H7Cl2NO3";"O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1";"TXEIIPDJKFWEEC-UHFFFAOYSA-N"
"CHEMBL301267";"ARTEMOTIL";".BETA.-ARTEETHER|ARTEETHER|ARTEMOTIL|ARTEMOTILUM|NSC-665971";"Small molecule";"4.0";"312.41";"27";"244";"3.23";"46.15";"5";"0";"0";"2";"N";"0.73";"None";"None";"3.84";"3.84";"0";"MOL";"0";"22";"5";"0";"0";"312.1937";"3.54";"NEUTRAL";"C17H28O5";"CCO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3";"NLYNIRQVMRLPIQ-XQLAAWPRSA-N"
"CHEMBL49080";"CLENBUTEROL";"CLENBUTEROL|CLENBUTEROL HYDROCHLORIDE|CONTRASPASMIN|NAB 365|NSC-758633|PLANIPART|SPIROPENT|SPIROPENT MITE";"Small molecule";"4.0";"277.19";"135";"324";"3.00";"58.28";"3";"3";"0";"3";"Y";"0.74";"None";"9.63";"2.33";"0.14";"1";"MOL";"0";"17";"3";"4";"0";"276.0796";"-0.32";"BASE";"C12H18Cl2N2O";"CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1";"STJMRWALKKWQGH-UHFFFAOYSA-N"
"CHEMBL1661";"LACTITOL";"BLI-400|D-LACTITOL|D-LACTITOL MONOHYDRATE|E-966|FINLAC DC|IMPORTAL|INS NO.966|INS-966|LACTITOL|LACTITOL ACM 50|LACTITOL ANHYDROUS|LACTITOL HYDRATE|LACTITOL MONOHYDRATE|LACTOBIOSIT|LACTOSIT|LACTOSITOL|LACTY (SACCHARIDE)|MILCHEN|MIRUHEN|NSC-231323|NSC-759131|PIZENSY";"Small molecule";"4.0";"344.31";"5";"12";"-5.76";"200.53";"11";"9";"2";"8";"N";"0.20";"12.10";"None";"-5.50";"-5.50";"0";"MOL";"0";"23";"11";"9";"2";"344.1319";"2.10";"NEUTRAL";"C12H24O11";"OC[C@@H](O)[C@@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)CO";"VQHSOMBJVWLPSR-JVCRWLNRSA-N"
"CHEMBL1102";"GLUTETHIMIDE";"Doriden|ELRODORM|GLUTETHIMIDE|Glutethimide|NOXYRON|NSC-95239|RIGENOX|SARODORMIN";"Small molecule";"4.0";"217.27";"28";"46";"1.77";"46.17";"2";"1";"0";"2";"Y";"0.77";"11.69";"None";"2.13";"2.13";"1";"MOL";"0";"16";"3";"1";"0";"217.1103";"0.02";"NEUTRAL";"C13H15NO2";"CCC1(c2ccccc2)CCC(=O)NC1=O";"JMBQKKAJIKAWKF-UHFFFAOYSA-N"
"CHEMBL1073";"GLIPIZIDE";"CP-28,720|CP-28720|GLIBENESE|GLIPIZIDE|GLIPIZIDE SLOW RELEASE|GLUCOTROL XL|Glucotrol|K 4024|K-4024|MINODIAB 2.5|MINODIAB 5|NSC-759120";"Small molecule";"4.0";"445.55";"150";"848";"2.08";"130.15";"6";"3";"0";"7";"N";"0.60";"4.32";"0.06";"1.43";"0.49";"2";"MOL";"0";"31";"9";"3";"0";"445.1784";"-1.31";"ACID";"C21H27N5O4S";"Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1";"ZJJXGWJIGJFDTL-UHFFFAOYSA-N"
"CHEMBL3304486";"DIFEMERINE";"DIFEMERINE";"Small molecule";"4.0";"327.42";"";"";"2.81";"49.77";"4";"1";"0";"6";"N";"0.83";"11.05";"8.90";"3.42";"1.91";"2";"MOL";"0";"24";"4";"1";"0";"327.1834";"-0.37";"BASE";"C20H25NO3";"CN(C)CC(C)(C)OC(=O)C(O)(c1ccccc1)c1ccccc1";"WJIZVQNUJVMJAZ-UHFFFAOYSA-N"
"CHEMBL1618102";"BUTYLSCOPOLAMINE";"BUTYLSCOPOLAMINE|N-BUTYLSCOPOLAMMONIUM|N-BUTYLSCOPOLAMMONIUM CATION|N-BUTYLSCOPOLAMMONIUM ION";"Small molecule";"4.0";"360.47";"1";"2";"2.23";"59.06";"4";"1";"0";"7";"N";"0.46";"None";"None";"-1.94";"-1.94";"1";"MOL";"0";"26";"5";"1";"0";"360.2169";"1.00";"NEUTRAL";"C21H30NO4+";"CCCC[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12";"YBCNXCRZPWQOBR-WVHCHWADSA-N"
"CHEMBL2048484";"CANAGLIFLOZIN";"CANAGLIFLOZIN|JNJ-24831754-ZAE|JNJ-28431754|JNJ-28431754-AAA|TA-7284";"Small molecule";"4.0";"444.52";"8";"27";"2.97";"90.15";"6";"4";"0";"5";"N";"0.49";"12.57";"None";"3.52";"3.52";"3";"MOL";"0";"31";"5";"4";"0";"444.1407";"0.27";"NEUTRAL";"C24H25FO5S";"Cc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(-c2ccc(F)cc2)s1";"XTNGUQKDFGDXSJ-ZXGKGEBGSA-N"
"CHEMBL550";"PILOCARPINE";"OCUCARPINE|OCUSERT PILO-20|OCUSERT PILO-40|Ocusert Pilo|PILOCARPINE|PILOCARPINUM|PILOCARPOL|PILOKARPIN|SPERSACARPINE|SYNCARPINE";"Small molecule";"4.0";"208.26";"29";"160";"1.16";"44.12";"4";"0";"0";"3";"N";"0.70";"None";"6.37";"0.95";"0.92";"1";"MOL";"0";"15";"4";"0";"0";"208.1212";"1.25";"NEUTRAL";"C11H16N2O2";"CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C";"QCHFTSOMWOSFHM-WPRPVWTQSA-N"
"CHEMBL465";"DRONABINOL";".DELTA.-9-TETRAHYDROCANNABINOL|.DELTA.1-THC|.DELTA.9-TETRAHYDROCANNABINOL|.DELTA.9-THC|ABBOTT 40566|ABBOTT-40566|DELTA-9-TETRAHYDROCANNABINOL|DELTA-9-THC|DRONABINOL|J882F|Marinol|NSC-134454|QCD 84924|QCD-84924|SP 104|SP-104|SYNDROS|TETRAHYDROCANNABINOL|TETRAHYDROCANNABINOLS (-)-TRANS-.DELTA.9-FORM";"Small molecule";"4.0";"314.47";"50";"404";"5.74";"29.46";"2";"1";"1";"4";"N";"0.57";"9.34";"None";"5.94";"5.94";"1";"MOL";"0";"23";"2";"1";"1";"314.2246";"2.31";"NEUTRAL";"C21H30O2";"CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21";"CYQFCXCEBYINGO-IAGOWNOFSA-N"
"CHEMBL1760";"TERBUTALINE";"ASTHMASIAN|Brethaire|Brethine|Bricanyl|TERBUTALIN|TERBUTALINE|Terbutaline";"Small molecule";"4.0";"225.29";"146";"643";"1.52";"72.72";"4";"4";"0";"3";"N";"0.63";"8.86";"9.76";"0.44";"-0.73";"1";"MOL";"0";"16";"4";"4";"0";"225.1365";"0.52";"BASE";"C12H19NO3";"CC(C)(C)NCC(O)c1cc(O)cc(O)c1";"XWTYSIMOBUGWOL-UHFFFAOYSA-N"
"CHEMBL53463";"DOXORUBICIN";"ADRIABLASTIN|Adriamycin|Adriblastina|DOXORUBICIN|Doxil|Doxorubicin|EPIRUBICIN HYDROCHLORIDE IMPURITY, DOXORUBICIN-|HYDROXYDAUNORUBICIN|NSC-123127|NSC-759155|Rubex|VALRUBICIN IMPURITY, DOXORUBICIN";"Small molecule";"4.0";"543.53";"1149";"13693";"0.00";"206.07";"12";"6";"3";"5";"N";"0.24";"8.00";"9.03";"0.53";"0.10";"2";"MOL";"0";"39";"12";"7";"3";"543.1741";"1.81";"BASE";"C27H29NO11";"COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1";"AOJJSUZBOXZQNB-TZSSRYMLSA-N"
"CHEMBL1200384";"BETAMETHASONE DIPROPIONATE";"Alphatrex|BETAMETHASONE (AS DIPROPIONATE)|BETAMETHASONE 17,21-DIPROPIONATE|BETAMETHASONE DIPROPIONATE|DIPROLENE AF|DIPROSPAN|Diprolene|Diprosone|MAXIVATE|NSC-758415|RINDERON DP|SCH 11460|SCH-11460|SERNIVO";"Small molecule";"4.0";"504.60";"13";"59";"3.82";"106.97";"7";"1";"1";"6";"N";"0.55";"13.61";"None";"3.96";"3.96";"0";"MOL";"0";"36";"7";"1";"1";"504.2523";"1.75";"NEUTRAL";"C28H37FO7";"CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C";"CIWBQSYVNNPZIQ-XYWKZLDCSA-N"
"CHEMBL1089318";"OPICAPONE";"BIA 9-1067|BIA-9-1067|BIA-91067|ONGENTYS|OPICAPONE|Opicapone";"Small molecule";"4.0";"413.17";"7";"28";"3.28";"149.46";"8";"2";"0";"3";"N";"0.17";"6.12";"None";"3.05";"1.79";"3";"MOL";"0";"27";"10";"2";"0";"411.9977";"-0.74";"ACID";"C15H10Cl2N4O6";"Cc1c(Cl)c(C)[n+]([O-])c(Cl)c1-c1noc(-c2cc(O)c(O)c([N+](=O)[O-])c2)n1";"ASOADIZOVZTJSR-UHFFFAOYSA-N"
